Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
slim-rib-polo,Slim Rib Polo,<p>Rib-knit construction. Body-following fit.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-SLIMRIBPOLO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Slim Rib Polo,Rib-knit construction. Body-following fit.,active
slim-rib-polo,,,,,,,Size,S,,,,,SF-SLIMRIBPOLO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-rib-polo,,,,,,,Size,M,,,,,SF-SLIMRIBPOLO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-rib-polo,,,,,,,Size,L,,,,,SF-SLIMRIBPOLO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-rib-polo,,,,,,,Size,XL,,,,,SF-SLIMRIBPOLO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
slim-rib-polo,,,,,,,Size,XXL,,,,,SF-SLIMRIBPOLO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-collar-polo,Open Collar Polo,<p>Split neck variation. Relaxed modern silhouette.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-OPENCOLLARPO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Open Collar Polo,Split neck variation. Relaxed modern silhouette.,active
open-collar-polo,,,,,,,Size,S,,,,,SF-OPENCOLLARPO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-collar-polo,,,,,,,Size,M,,,,,SF-OPENCOLLARPO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-collar-polo,,,,,,,Size,L,,,,,SF-OPENCOLLARPO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-collar-polo,,,,,,,Size,XL,,,,,SF-OPENCOLLARPO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-collar-polo,,,,,,,Size,XXL,,,,,SF-OPENCOLLARPO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-gauge-polo,Fine Gauge Polo,<p>18-gauge machine knit. Dresses up or down.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-FINEGAUGEPOL-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Fine Gauge Polo,18-gauge machine knit. Dresses up or down.,active
fine-gauge-polo,,,,,,,Size,S,,,,,SF-FINEGAUGEPOL-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-gauge-polo,,,,,,,Size,M,,,,,SF-FINEGAUGEPOL-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-gauge-polo,,,,,,,Size,L,,,,,SF-FINEGAUGEPOL-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-gauge-polo,,,,,,,Size,XL,,,,,SF-FINEGAUGEPOL-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fine-gauge-polo,,,,,,,Size,XXL,,,,,SF-FINEGAUGEPOL-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-polo,Half-Zip Polo,<p>Chest zip detail. Between polo and pullover.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-HALFZIPPOLO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Half-Zip Polo,Chest zip detail. Between polo and pullover.,active
half-zip-polo,,,,,,,Size,S,,,,,SF-HALFZIPPOLO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-polo,,,,,,,Size,M,,,,,SF-HALFZIPPOLO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-polo,,,,,,,Size,L,,,,,SF-HALFZIPPOLO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-polo,,,,,,,Size,XL,,,,,SF-HALFZIPPOLO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-polo,,,,,,,Size,XXL,,,,,SF-HALFZIPPOLO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
contrast-tip-polo,Contrast Tip Polo,<p>Tipped collar and cuffs. Old money reference.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-CONTRASTTIPP-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Contrast Tip Polo,Tipped collar and cuffs. Old money reference.,active
contrast-tip-polo,,,,,,,Size,S,,,,,SF-CONTRASTTIPP-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
contrast-tip-polo,,,,,,,Size,M,,,,,SF-CONTRASTTIPP-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
contrast-tip-polo,,,,,,,Size,L,,,,,SF-CONTRASTTIPP-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
contrast-tip-polo,,,,,,,Size,XL,,,,,SF-CONTRASTTIPP-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
contrast-tip-polo,,,,,,,Size,XXL,,,,,SF-CONTRASTTIPP-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
birdseye-polo,Birdseye Polo,<p>Classic birdseye knit texture. Perennial staple.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-BIRDSEYEPOLO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Birdseye Polo,Classic birdseye knit texture. Perennial staple.,active
birdseye-polo,,,,,,,Size,S,,,,,SF-BIRDSEYEPOLO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
birdseye-polo,,,,,,,Size,M,,,,,SF-BIRDSEYEPOLO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
birdseye-polo,,,,,,,Size,L,,,,,SF-BIRDSEYEPOLO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
birdseye-polo,,,,,,,Size,XL,,,,,SF-BIRDSEYEPOLO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
birdseye-polo,,,,,,,Size,XXL,,,,,SF-BIRDSEYEPOLO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-polo,Longline Polo,<p>Extended hem. Wears over trousers or shorts.</p>,Stitch Fit,Polo Shirts,polo-shirts,TRUE,Size,XS,,,,,SF-LONGLINEPOLO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Longline Polo,Extended hem. Wears over trousers or shorts.,active
longline-polo,,,,,,,Size,S,,,,,SF-LONGLINEPOLO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-polo,,,,,,,Size,M,,,,,SF-LONGLINEPOLO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-polo,,,,,,,Size,L,,,,,SF-LONGLINEPOLO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-polo,,,,,,,Size,XL,,,,,SF-LONGLINEPOLO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-polo,,,,,,,Size,XXL,,,,,SF-LONGLINEPOLO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
crew-neck-sweater,Crew Neck Sweater,<p>The clean reference. Every wardrobe starts here.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-CREWNECKSWEA-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Crew Neck Sweater,The clean reference. Every wardrobe starts here.,active
crew-neck-sweater,,,,,,,Size,S,,,,,SF-CREWNECKSWEA-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
crew-neck-sweater,,,,,,,Size,M,,,,,SF-CREWNECKSWEA-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
crew-neck-sweater,,,,,,,Size,L,,,,,SF-CREWNECKSWEA-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
crew-neck-sweater,,,,,,,Size,XL,,,,,SF-CREWNECKSWEA-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
crew-neck-sweater,,,,,,,Size,XXL,,,,,SF-CREWNECKSWEA-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
v-neck-merino-pullover,V-Neck Merino Pullover,<p>Layering essential. Fine gauge drape.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-VNECKMERINOP-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,V-Neck Merino Pullover,Layering essential. Fine gauge drape.,active
v-neck-merino-pullover,,,,,,,Size,S,,,,,SF-VNECKMERINOP-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
v-neck-merino-pullover,,,,,,,Size,M,,,,,SF-VNECKMERINOP-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
v-neck-merino-pullover,,,,,,,Size,L,,,,,SF-VNECKMERINOP-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
v-neck-merino-pullover,,,,,,,Size,XL,,,,,SF-VNECKMERINOP-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
v-neck-merino-pullover,,,,,,,Size,XXL,,,,,SF-VNECKMERINOP-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-pullover,Half-Zip Pullover,<p>Chest zip. Goes over a shirt collar.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-HALFZIPPULLO-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Half-Zip Pullover,Chest zip. Goes over a shirt collar.,active
half-zip-pullover,,,,,,,Size,S,,,,,SF-HALFZIPPULLO-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-pullover,,,,,,,Size,M,,,,,SF-HALFZIPPULLO-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-pullover,,,,,,,Size,L,,,,,SF-HALFZIPPULLO-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-pullover,,,,,,,Size,XL,,,,,SF-HALFZIPPULLO-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
half-zip-pullover,,,,,,,Size,XXL,,,,,SF-HALFZIPPULLO-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
roll-neck-sweater,Roll Neck Sweater,<p>Ribbed turtleneck. Cold-weather authority.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-ROLLNECKSWEA-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Roll Neck Sweater,Ribbed turtleneck. Cold-weather authority.,active
roll-neck-sweater,,,,,,,Size,S,,,,,SF-ROLLNECKSWEA-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
roll-neck-sweater,,,,,,,Size,M,,,,,SF-ROLLNECKSWEA-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
roll-neck-sweater,,,,,,,Size,L,,,,,SF-ROLLNECKSWEA-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
roll-neck-sweater,,,,,,,Size,XL,,,,,SF-ROLLNECKSWEA-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
roll-neck-sweater,,,,,,,Size,XXL,,,,,SF-ROLLNECKSWEA-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-pullover,Cable Knit Pullover,<p>Traditional Aran-inspired cable. Hand-finished detail.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-CABLEKNITPUL-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Cable Knit Pullover,Traditional Aran-inspired cable. Hand-finished detail.,active
cable-knit-pullover,,,,,,,Size,S,,,,,SF-CABLEKNITPUL-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-pullover,,,,,,,Size,M,,,,,SF-CABLEKNITPUL-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-pullover,,,,,,,Size,L,,,,,SF-CABLEKNITPUL-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-pullover,,,,,,,Size,XL,,,,,SF-CABLEKNITPUL-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
cable-knit-pullover,,,,,,,Size,XXL,,,,,SF-CABLEKNITPUL-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
drop-shoulder-knit,Drop Shoulder Knit,"<p>Oversized width, clean finish.</p>",Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-DROPSHOULDER-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Drop Shoulder Knit,"Oversized width, clean finish.",active
drop-shoulder-knit,,,,,,,Size,S,,,,,SF-DROPSHOULDER-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
drop-shoulder-knit,,,,,,,Size,M,,,,,SF-DROPSHOULDER-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
drop-shoulder-knit,,,,,,,Size,L,,,,,SF-DROPSHOULDER-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
drop-shoulder-knit,,,,,,,Size,XL,,,,,SF-DROPSHOULDER-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
drop-shoulder-knit,,,,,,,Size,XXL,,,,,SF-DROPSHOULDER-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
colour-block-sweater,Colour Block Sweater,<p>Two-tone knit panels. Bold without being loud.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-COLOURBLOCKS-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Colour Block Sweater,Two-tone knit panels. Bold without being loud.,active
colour-block-sweater,,,,,,,Size,S,,,,,SF-COLOURBLOCKS-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
colour-block-sweater,,,,,,,Size,M,,,,,SF-COLOURBLOCKS-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
colour-block-sweater,,,,,,,Size,L,,,,,SF-COLOURBLOCKS-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
colour-block-sweater,,,,,,,Size,XL,,,,,SF-COLOURBLOCKS-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
colour-block-sweater,,,,,,,Size,XXL,,,,,SF-COLOURBLOCKS-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fisherman-rib-pullover,Fisherman Rib Pullover,<p>Chunky fisherman rib. Tactile and warm.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-FISHERMANRIB-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Fisherman Rib Pullover,Chunky fisherman rib. Tactile and warm.,active
fisherman-rib-pullover,,,,,,,Size,S,,,,,SF-FISHERMANRIB-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fisherman-rib-pullover,,,,,,,Size,M,,,,,SF-FISHERMANRIB-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fisherman-rib-pullover,,,,,,,Size,L,,,,,SF-FISHERMANRIB-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fisherman-rib-pullover,,,,,,,Size,XL,,,,,SF-FISHERMANRIB-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
fisherman-rib-pullover,,,,,,,Size,XXL,,,,,SF-FISHERMANRIB-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
saddle-shoulder-sweater,Saddle Shoulder Sweater,<p>Heritage shoulder construction detail.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-SADDLESHOULD-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Saddle Shoulder Sweater,Heritage shoulder construction detail.,active
saddle-shoulder-sweater,,,,,,,Size,S,,,,,SF-SADDLESHOULD-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
saddle-shoulder-sweater,,,,,,,Size,M,,,,,SF-SADDLESHOULD-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
saddle-shoulder-sweater,,,,,,,Size,L,,,,,SF-SADDLESHOULD-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
saddle-shoulder-sweater,,,,,,,Size,XL,,,,,SF-SADDLESHOULD-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
saddle-shoulder-sweater,,,,,,,Size,XXL,,,,,SF-SADDLESHOULD-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-knit-pullover,Waffle Knit Pullover,<p>Grid-textured surface. Lightweight and breathable.</p>,Stitch Fit,Sweaters & Pullovers,"sweaters,pullovers",TRUE,Size,XS,,,,,SF-WAFFLEKNITPU-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Waffle Knit Pullover,Grid-textured surface. Lightweight and breathable.,active
waffle-knit-pullover,,,,,,,Size,S,,,,,SF-WAFFLEKNITPU-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-knit-pullover,,,,,,,Size,M,,,,,SF-WAFFLEKNITPU-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-knit-pullover,,,,,,,Size,L,,,,,SF-WAFFLEKNITPU-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-knit-pullover,,,,,,,Size,XL,,,,,SF-WAFFLEKNITPU-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
waffle-knit-pullover,,,,,,,Size,XXL,,,,,SF-WAFFLEKNITPU-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-front-cardigan,Open Front Cardigan,<p>Unstructured. Relaxed weekend layering.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-OPENFRONTCAR-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Open Front Cardigan,Unstructured. Relaxed weekend layering.,active
open-front-cardigan,,,,,,,Size,S,,,,,SF-OPENFRONTCAR-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-front-cardigan,,,,,,,Size,M,,,,,SF-OPENFRONTCAR-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-front-cardigan,,,,,,,Size,L,,,,,SF-OPENFRONTCAR-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-front-cardigan,,,,,,,Size,XL,,,,,SF-OPENFRONTCAR-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
open-front-cardigan,,,,,,,Size,XXL,,,,,SF-OPENFRONTCAR-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
button-front-cardigan,Button Front Cardigan,<p>6-button fastening. Structured and polished.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-BUTTONFRONTC-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Button Front Cardigan,6-button fastening. Structured and polished.,active
button-front-cardigan,,,,,,,Size,S,,,,,SF-BUTTONFRONTC-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
button-front-cardigan,,,,,,,Size,M,,,,,SF-BUTTONFRONTC-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
button-front-cardigan,,,,,,,Size,L,,,,,SF-BUTTONFRONTC-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
button-front-cardigan,,,,,,,Size,XL,,,,,SF-BUTTONFRONTC-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
button-front-cardigan,,,,,,,Size,XXL,,,,,SF-BUTTONFRONTC-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
shawl-collar-cardigan,Shawl Collar Cardigan,<p>Shawl lapel. The old money cardigan.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-SHAWLCOLLARC-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Shawl Collar Cardigan,Shawl lapel. The old money cardigan.,active
shawl-collar-cardigan,,,,,,,Size,S,,,,,SF-SHAWLCOLLARC-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
shawl-collar-cardigan,,,,,,,Size,M,,,,,SF-SHAWLCOLLARC-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
shawl-collar-cardigan,,,,,,,Size,L,,,,,SF-SHAWLCOLLARC-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
shawl-collar-cardigan,,,,,,,Size,XL,,,,,SF-SHAWLCOLLARC-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
shawl-collar-cardigan,,,,,,,Size,XXL,,,,,SF-SHAWLCOLLARC-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
zip-up-cardigan,Zip-Up Cardigan,<p>Front zip. Sportier reference.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-ZIPUPCARDIGA-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Zip-Up Cardigan,Front zip. Sportier reference.,active
zip-up-cardigan,,,,,,,Size,S,,,,,SF-ZIPUPCARDIGA-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
zip-up-cardigan,,,,,,,Size,M,,,,,SF-ZIPUPCARDIGA-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
zip-up-cardigan,,,,,,,Size,L,,,,,SF-ZIPUPCARDIGA-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
zip-up-cardigan,,,,,,,Size,XL,,,,,SF-ZIPUPCARDIGA-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
zip-up-cardigan,,,,,,,Size,XXL,,,,,SF-ZIPUPCARDIGA-XXL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-cardigan,Longline Cardigan,<p>Knee-length. Statement layering piece.</p>,Stitch Fit,Cardigans,cardigans,TRUE,Size,XS,,,,,SF-LONGLINECARD-XS,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,Longline Cardigan,Knee-length. Statement layering piece.,active
longline-cardigan,,,,,,,Size,S,,,,,SF-LONGLINECARD-S,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-cardigan,,,,,,,Size,M,,,,,SF-LONGLINECARD-M,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-cardigan,,,,,,,Size,L,,,,,SF-LONGLINECARD-L,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
longline-cardigan,,,,,,,Size,XL,,,,,SF-LONGLINECARD-XL,300,,,deny,manual,3500.00,,TRUE,TRUE,,,,,,,,
